profile,gender,list_favorites,link
Astrophh,Male,"[10721, 5081, 30, 10087, 37999, 19, 11061, 32901, 34618]",https://myanimelist.net/profile/Astrophh
Dillon18-07,Male,"[31964, 34240, 6702, 11061, 20, 14513, 6547, 9253]",https://myanimelist.net/profile/Dillon18-07
xSugoizZz,Male,"[23277, 16498, 31043, 11757]",https://myanimelist.net/profile/xSugoizZz
Genjutsuhh,Male,"[457, 10087, 2001, 5114, 20583, 16067, 16918, 30, 5081, 7785]",https://myanimelist.net/profile/Genjutsuhh
TheMysticLegend,Male,"[37450, 33352]",https://myanimelist.net/profile/TheMysticLegend
LokamiLa,Female,"[30, 37965, 1575, 16782, 12355, 28851, 30415, 32995, 32281, 36649]",https://myanimelist.net/profile/LokamiLa
blobfishRcute,Female,"[2904, 4181, 30276, 2167, 23289, 32995, 32491]",https://myanimelist.net/profile/blobfishRcute
cielo09,X,"[36838, 37171, 918, 12893, 11843, 15933, 33013, 33417, 31680]",https://myanimelist.net/profile/cielo09
Nayuki_Minase,Female,"[10161, 25777]",https://myanimelist.net/profile/Nayuki_Minase
Mofuchi,Female,"[10161, 530, 32995, 31964, 30346, 31174, 32615, 31478, 1639, 853]",https://myanimelist.net/profile/Mofuchi
chelime,Female,"[3655, 6746, 10161, 11061, 32995, 14467, 16498]",https://myanimelist.net/profile/chelime
NotCalc,Female,"[32182, 31043, 38000, 33486, 31646]",https://myanimelist.net/profile/NotCalc
Katt_Cleo,Female,"[30, 10721, 24701, 2251, 5081, 1033, 164, 153, 3702, 1571]",https://myanimelist.net/profile/Katt_Cleo
BearCakeHorror,X,"[11741, 2251, 5114, 1575, 33, 9756, 30, 30276, 37991, 9989, 1, 4181, 31933, 23273, 820, 1535, 2001, 4224, 38000, 813]",https://myanimelist.net/profile/BearCakeHorror
animejas,Male,"[918, 5205, 35839, 7674, 18679, 16918, 30654, 820, 1519, 72, 33049, 12431, 627, 467, 11741, 21, 37786, 35838, 338, 9253]",https://myanimelist.net/profile/animejas
trbautista1,X,"[10087, 11741, 14719, 11061, 22535, 23755, 22297, 28701, 30276]",https://myanimelist.net/profile/trbautista1
WT,X,"[4181, 1689, 32281, 9989, 9253, 1142]",https://myanimelist.net/profile/WT
WinterAlter,X,"[20785, 28701, 25537, 35240, 35507, 31765, 22319, 34662, 13759, 11741]",https://myanimelist.net/profile/WinterAlter
ShinyTurkey,X,"[4282, 10087, 14813, 34437, 6547, 33049]",https://myanimelist.net/profile/ShinyTurkey
TrueKireiPriest,Male,"[25537, 33049, 33050, 11741, 10087, 356, 6922, 22297]",https://myanimelist.net/profile/TrueKireiPriest
BastBard,Male,"[28851, 43, 6594, 17074, 10721, 486, 30, 2001, 7311, 2966]",https://myanimelist.net/profile/BastBard
bastard_of_young,Male,"[440, 339, 6774, 22135, 1453, 10721, 2001, 7785, 877, 875, 19, 10165, 11061, 227, 31646, 13125, 3220, 1142, 82, 160]",https://myanimelist.net/profile/bastard_of_young
altShichi,Male,"[185, 35247, 2904, 30, 20583, 23847, 31240]",https://myanimelist.net/profile/altShichi
Henners,Male,"[11061, 28851, 13759, 16774]",https://myanimelist.net/profile/Henners
Lowrodrick,Male,"[38480, 20035, 11743, 32380, 32937, 30831, 34626]",https://myanimelist.net/profile/Lowrodrick
jeikobu11,Male,"[31080, 32093, 31904, 1735, 34176, 16419, 32717, 21, 32262, 30694]",https://myanimelist.net/profile/jeikobu11
Sterps,Male,"[9253, 28977, 19, 7311, 35247, 22789, 28735, 6114, 1210, 18115]",https://myanimelist.net/profile/Sterps
ChibiOdango,X,"[35860, 5114, 22535, 1575, 29786, 14829, 10572, 32901, 29787, 30831]",https://myanimelist.net/profile/ChibiOdango
heud,Male,"[4224, 23273, 13759, 5114, 37105, 4181]",https://myanimelist.net/profile/heud
Kdragon35,X,"[11061, 38993]",https://myanimelist.net/profile/Kdragon35
Zuraa13,Male,"[10165, 136, 35860, 33352, 918, 37779, 1735, 31964, 11111, 9989]",https://myanimelist.net/profile/Zuraa13
PeterKRosenthal,Male,[2001],https://myanimelist.net/profile/PeterKRosenthal
MehmetY,Male,"[6573, 23283, 13759, 11741, 35180, 13333, 14467, 28497, 35839]",https://myanimelist.net/profile/MehmetY
BaronBrixius,Male,"[5680, 9253, 34822, 24833, 30015, 6213, 32281, 34798, 31964, 9989]",https://myanimelist.net/profile/BaronBrixius
ParaSitius,X,"[1735, 28297, 30, 4181, 2167]",https://myanimelist.net/profile/ParaSitius
RyuganKL,Male,"[185, 263, 10620, 21, 20899, 14719, 3702, 223, 32281, 26055]",https://myanimelist.net/profile/RyuganKL
tehcriticgal,Female,"[2251, 7724, 2904, 1575, 47]",https://myanimelist.net/profile/tehcriticgal
jesuiskelli,X,"[5680, 21105, 32995, 2034, 28851, 22265, 18507, 4181]",https://myanimelist.net/profile/jesuiskelli
sxe68,Male,"[32542, 31933]",https://myanimelist.net/profile/sxe68
SenninSage,Male,"[1535, 11061, 33255, 30276, 2001]",https://myanimelist.net/profile/SenninSage
d388,Male,"[4081, 3702, 457, 16, 2104]",https://myanimelist.net/profile/d388
LuciferIAm,Male,"[1, 199, 3297, 5114, 9253, 24439, 20057, 918, 467, 245]",https://myanimelist.net/profile/LuciferIAm
Allografter,Male,"[3297, 235, 1889, 10721, 19, 1210, 1698, 24, 9253, 12431]",https://myanimelist.net/profile/Allografter
BlaizeV,Male,"[5114, 237, 263, 1453, 2159, 1488, 17909, 97, 150, 19]",https://myanimelist.net/profile/BlaizeV
QuickSwordIlena,Female,"[813, 877, 1535, 16498, 11061]",https://myanimelist.net/profile/QuickSwordIlena
tapanda,Female,"[440, 392, 9969, 387, 11843, 1604]",https://myanimelist.net/profile/tapanda
ignominy15,Male,"[2167, 4181, 7311, 9253, 1210, 5114, 2001, 2904, 9989, 22535]",https://myanimelist.net/profile/ignominy15
L3ul,Male,"[1210, 1281]",https://myanimelist.net/profile/L3ul
GKage,Male,"[2251, 10087, 1210, 23281, 13601]",https://myanimelist.net/profile/GKage
T-Wazoo,Male,"[17074, 145, 18679, 30, 1210, 2001, 4181, 6594, 2904, 27989]",https://myanimelist.net/profile/T-Wazoo
animelambie,Female,"[392, 199, 121, 227, 13601, 2001, 6, 1, 12431, 164]",https://myanimelist.net/profile/animelambie
chrisedmonds,Male,"[918, 205, 71, 10271, 13125]",https://myanimelist.net/profile/chrisedmonds
Fat_Alberta,X,"[1210, 467, 199, 1]",https://myanimelist.net/profile/Fat_Alberta
ReLCreed,Male,"[790, 16498, 2966, 22319, 13759]",https://myanimelist.net/profile/ReLCreed
toxicrat,X,[37450],https://myanimelist.net/profile/toxicrat
akfgfan10,Male,"[5114, 57, 237, 269, 20, 2383]",https://myanimelist.net/profile/akfgfan10
AX2015,X,"[1, 11061, 22135, 1210, 467, 8525]",https://myanimelist.net/profile/AX2015
Berdy,X,"[601, 457, 227, 1, 2246]",https://myanimelist.net/profile/Berdy
Starcrash,X,"[30, 1943, 440]",https://myanimelist.net/profile/Starcrash
imkndavibin,Male,"[1210, 437, 339, 226, 885]",https://myanimelist.net/profile/imkndavibin
BrownieFan,X,"[1735, 28297, 32281, 11061, 30654, 30276, 21, 28171, 19815, 11757]",https://myanimelist.net/profile/BrownieFan
Clockmancer,X,"[12531, 9253, 1604, 12431, 12365, 10030, 7674]",https://myanimelist.net/profile/Clockmancer
Azarathian,X,"[467, 339, 1]",https://myanimelist.net/profile/Azarathian
Megamorphosis,Male,"[19, 1210, 13125, 11061, 7311]",https://myanimelist.net/profile/Megamorphosis
daray21,Male,"[38483, 35376, 2966, 11597, 14713, 28825, 11785, 18897, 15809]",https://myanimelist.net/profile/daray21
OneNaughtyBaby,Male,"[36098, 37779, 17895, 7647, 6211, 3731, 30240, 578, 329, 4224]",https://myanimelist.net/profile/OneNaughtyBaby
savvly,Male,"[1210, 934]",https://myanimelist.net/profile/savvly
Bl4ckD3vil,Male,"[34134, 32867, 1614, 32542]",https://myanimelist.net/profile/Bl4ckD3vil
Lilgnomy,Male,"[4181, 7724, 4224, 1575, 5114]",https://myanimelist.net/profile/Lilgnomy
Noshigami,Male,"[1735, 269, 226, 1535, 1210]",https://myanimelist.net/profile/Noshigami
Dotansu14,X,"[1210, 11757, 10620, 1735]",https://myanimelist.net/profile/Dotansu14
yummykona,X,"[5835, 853, 1735, 1210, 104]",https://myanimelist.net/profile/yummykona
KidoGod,Male,"[12979, 1210, 3588, 6702]",https://myanimelist.net/profile/KidoGod
StayCold,Female,"[9617, 6802, 9989, 9253, 9756]",https://myanimelist.net/profile/StayCold
Xxpixel8xX,Male,"[389, 486, 3420, 1210]",https://myanimelist.net/profile/Xxpixel8xX
MimisMan,Male,"[5114, 20057, 5081, 2001, 9969]",https://myanimelist.net/profile/MimisMan
sm324558,Male,"[1210, 1735, 5079, 1559]",https://myanimelist.net/profile/sm324558
SinaGfsh,Male,"[10721, 962, 853, 7785, 8142, 6444, 22789, 31646, 17074, 457]",https://myanimelist.net/profile/SinaGfsh
fallingpizza11,X,"[2251, 3588, 18679, 227, 1210]",https://myanimelist.net/profile/fallingpizza11
Komodogatari,X,"[16782, 23847, 36296, 9756, 17074, 32937, 35247, 35851, 10162]",https://myanimelist.net/profile/Komodogatari
EbiLChase,X,"[7817, 31933, 31043, 1535, 1210, 11061, 19, 31588, 30240, 11843]",https://myanimelist.net/profile/EbiLChase
HolyDeathMacabre,Male,"[33263, 11843, 30831, 28735, 20583, 6594, 13125, 918, 4224, 5114]",https://myanimelist.net/profile/HolyDeathMacabre
DarcyDeeAtSea,Male,"[10162, 30, 14719, 26, 11061, 28851]",https://myanimelist.net/profile/DarcyDeeAtSea
DawsonChristy,Male,"[8525, 1535, 10719, 2167, 2993, 19]",https://myanimelist.net/profile/DawsonChristy
Determine,X,"[11179, 10162, 268, 1735]",https://myanimelist.net/profile/Determine
uchiha_ichigo,X,"[75, 1459, 20057, 33]",https://myanimelist.net/profile/uchiha_ichigo
milhouse,Male,"[3002, 227, 339, 256, 30]",https://myanimelist.net/profile/milhouse
animefreak47,Male,"[2001, 4224, 877, 30, 227]",https://myanimelist.net/profile/animefreak47
MNP,X,"[30, 26349, 10851, 6702, 8769, 1210]",https://myanimelist.net/profile/MNP
LainCP,X,"[1921, 339, 790, 1210, 22135, 7785, 967, 11981, 9756, 10087]",https://myanimelist.net/profile/LainCP
TheManC,Male,"[37521, 1000]",https://myanimelist.net/profile/TheManC
Anime7J,X,"[31646, 35557, 1210, 13601, 31043, 4224, 9989, 21405, 10110, 6211]",https://myanimelist.net/profile/Anime7J
weebj,Male,"[1210, 32, 30]",https://myanimelist.net/profile/weebj
BlueNishiki,Male,"[1575, 205, 16498, 31964, 6547, 32281, 30276]",https://myanimelist.net/profile/BlueNishiki
uiuttn5643,Male,"[34792, 1943, 8675, 8795, 2034, 16742, 28223, 1210, 6547, 18679]",https://myanimelist.net/profile/uiuttn5643
RK9,X,"[486, 37779, 37965, 35790, 37430, 34599, 8915, 19, 17265]",https://myanimelist.net/profile/RK9
LedDenon21,Male,"[820, 5114, 30, 1210, 2001, 1488, 227, 6, 31933, 22535]",https://myanimelist.net/profile/LedDenon21
Seinen_Anime,Male,"[33, 13125, 1210]",https://myanimelist.net/profile/Seinen_Anime
Jazoni89,Male,"[30, 534, 2025, 934, 226]",https://myanimelist.net/profile/Jazoni89
quantum11,Female,"[1575, 16498, 861, 6702, 4192, 2026, 387, 339, 1210, 269]",https://myanimelist.net/profile/quantum11
Noah459,Male,"[5081, 6594, 9253, 35180, 35557, 13125, 10721, 23273, 31240, 2904]",https://myanimelist.net/profile/Noah459
bubbleandtea,Male,"[34740, 6893, 35028, 29809, 24641, 21829, 29575, 23305, 29085, 16472]",https://myanimelist.net/profile/bubbleandtea
Zarai_Gintoki,Male,"[21, 820, 9969, 918, 6702]",https://myanimelist.net/profile/Zarai_Gintoki
Samstaforcesama,Male,"[2167, 4181, 5680, 7791, 1530]",https://myanimelist.net/profile/Samstaforcesama
weimingden,Male,"[1722, 5530, 30, 245, 1250]",https://myanimelist.net/profile/weimingden
NeonEmperion,Male,"[1, 5081, 4087, 339, 9253]",https://myanimelist.net/profile/NeonEmperion
kuroinuko,Male,[10278],https://myanimelist.net/profile/kuroinuko
NylonNeko,Male,"[1210, 9969, 34822, 245, 5682, 8937, 33255, 32281, 801, 34561]",https://myanimelist.net/profile/NylonNeko
lonercarrot,Male,"[32, 30, 339, 1210, 323]",https://myanimelist.net/profile/lonercarrot
ForceDeth,Male,"[14719, 37991, 1, 4224, 6, 16498, 5081, 15051]",https://myanimelist.net/profile/ForceDeth
arnxx,Male,"[2476, 934, 1535, 267, 136]",https://myanimelist.net/profile/arnxx
igoesRAWRRRRR,Male,"[5081, 31646, 339, 33263, 877, 30, 7785, 387, 9253, 35557]",https://myanimelist.net/profile/igoesRAWRRRRR
SilverHunter,X,[32668],https://myanimelist.net/profile/SilverHunter
DanaRena,Female,"[934, 853, 933, 37517, 31404, 34618, 15809, 8525, 289, 24629]",https://myanimelist.net/profile/DanaRena
Decamor,Male,"[7647, 31043, 1689, 5114, 32281, 4081, 1210, 13759, 9253, 6956]",https://myanimelist.net/profile/Decamor
Mori-dono,X,"[31240, 918, 457, 205, 1, 2025, 30187, 2605, 11741, 10379]",https://myanimelist.net/profile/Mori-dono
OnlyVirus,Male,"[30, 237, 269, 1210, 1575, 6547, 6880, 45]",https://myanimelist.net/profile/OnlyVirus
Blinmp,Male,"[1, 10087, 28735, 5114]",https://myanimelist.net/profile/Blinmp
Sidketsu,X,"[2001, 30, 18679, 1210, 227, 37510, 11741, 1]",https://myanimelist.net/profile/Sidketsu
Cordylus,Male,"[1341, 226, 1107, 47, 121]",https://myanimelist.net/profile/Cordylus
Strawberry_Chan,Female,"[4898, 20, 4224, 853, 269]",https://myanimelist.net/profile/Strawberry_Chan
Degr33s,Male,"[1887, 5114, 31964, 28851, 30831, 437, 268, 3455, 263, 30]",https://myanimelist.net/profile/Degr33s
onigiridango,Female,"[5680, 5081, 877, 1222, 4181]",https://myanimelist.net/profile/onigiridango
--skeletor--,Male,[121],https://myanimelist.net/profile/--skeletor--
Pixel_Slayer,Female,"[1210, 23273, 9989, 121]",https://myanimelist.net/profile/Pixel_Slayer
YohanViLiebert,X,"[1535, 9756, 10620, 10087, 22319, 27899, 1210, 32949, 11981, 2476]",https://myanimelist.net/profile/YohanViLiebert
abbas321,Male,"[30484, 20457, 31646]",https://myanimelist.net/profile/abbas321
TheAnimePlunge,Male,"[1210, 1535, 1575, 4181, 5114, 9253, 10620, 32281]",https://myanimelist.net/profile/TheAnimePlunge
JmasterzP,Male,"[4181, 11061, 7311, 22535, 9989]",https://myanimelist.net/profile/JmasterzP
Weeb-in-the-AM,Female,"[11665, 9253, 4081]",https://myanimelist.net/profile/Weeb-in-the-AM
aceofangels20,Female,[4081],https://myanimelist.net/profile/aceofangels20
nyaraka,X,"[237, 457, 232, 2158, 75]",https://myanimelist.net/profile/nyaraka
SoftCoyote,Female,"[5525, 4081, 22, 123, 2923]",https://myanimelist.net/profile/SoftCoyote
yami-tamashi,X,"[1535, 918, 5530, 4898, 21]",https://myanimelist.net/profile/yami-tamashi
Hikikoyozai,Male,"[33095, 19, 1, 45, 17074, 23273, 34591, 9253, 2001, 32935]",https://myanimelist.net/profile/Hikikoyozai
Leap250,Male,"[2593, 5081, 28701, 13601, 13125]",https://myanimelist.net/profile/Leap250
flashair,Male,"[1210, 1575, 2904, 30]",https://myanimelist.net/profile/flashair
MrVasNormandy,Male,[9756],https://myanimelist.net/profile/MrVasNormandy
VAN_1412,Male,"[28851, 16067, 25835, 35839, 19363, 34798]",https://myanimelist.net/profile/VAN_1412
TheSammy2010,Male,"[34612, 33255]",https://myanimelist.net/profile/TheSammy2010
rikkanokoi,Female,"[14741, 9253, 1210]",https://myanimelist.net/profile/rikkanokoi
otousan,Male,"[30, 227, 440, 949, 1088]",https://myanimelist.net/profile/otousan
troublesomeone,Female,"[4081, 31646, 572, 1827, 10408, 10800, 12431, 44]",https://myanimelist.net/profile/troublesomeone
coleynot,X,"[3549, 21743]",https://myanimelist.net/profile/coleynot
gwenn11,Female,"[4081, 202, 13125, 19]",https://myanimelist.net/profile/gwenn11
Xzhieaenne,Female,"[4080, 251, 2904, 1575, 4898]",https://myanimelist.net/profile/Xzhieaenne
tinaisatd,Female,"[4081, 15335, 33255, 918, 10800, 853, 35222, 14227]",https://myanimelist.net/profile/tinaisatd
FoxTheGamer,X,"[31229, 32995, 9756, 64, 940, 553, 202, 341, 392, 32772]",https://myanimelist.net/profile/FoxTheGamer
Trinket101,Female,"[918, 1482, 22535, 4081, 9919]",https://myanimelist.net/profile/Trinket101
Mearas,Female,"[93, 1575, 11061, 18507, 75, 10937, 182, 6746, 6895, 5835]",https://myanimelist.net/profile/Mearas
AshesoftheWake,Male,"[1535, 121, 269, 45]",https://myanimelist.net/profile/AshesoftheWake
dongery,Male,[12067],https://myanimelist.net/profile/dongery
Sveznajko,Male,"[13601, 1, 486, 1535, 2605]",https://myanimelist.net/profile/Sveznajko
Mimpeon,Male,"[19, 5114, 33352, 2593, 457, 790, 2158, 9253, 45, 33]",https://myanimelist.net/profile/Mimpeon
xyz517,X,"[9253, 19815]",https://myanimelist.net/profile/xyz517
Skarith,Male,"[2001, 19]",https://myanimelist.net/profile/Skarith
xxmbmxx,Male,"[8769, 10719, 6213, 6547, 849]",https://myanimelist.net/profile/xxmbmxx
Samsung_Corpy,X,"[918, 19, 1210, 22535, 5042, 11843, 5040, 36563, 32542, 2605]",https://myanimelist.net/profile/Samsung_Corpy
ringoo4,Male,"[5081, 9756, 2605, 8675, 10278]",https://myanimelist.net/profile/ringoo4
Sumirerireri,Female,"[820, 31433, 1735, 4081, 249, 19, 13601, 918, 457, 13349]",https://myanimelist.net/profile/Sumirerireri
leggomymegg0,Female,[8915],https://myanimelist.net/profile/leggomymegg0
kennyssaa_cyrae,X,"[6746, 136, 4081, 6547, 918, 11843]",https://myanimelist.net/profile/kennyssaa_cyrae
nyke_27,Male,"[25183, 4081, 306]",https://myanimelist.net/profile/nyke_27
Kanjecture,Female,"[4081, 1604, 7720, 32995]",https://myanimelist.net/profile/Kanjecture
eagleeye91,Male,"[11061, 45, 18115]",https://myanimelist.net/profile/eagleeye91
yamagata007,Male,"[20, 150, 687]",https://myanimelist.net/profile/yamagata007
karnak,Male,"[45, 1, 3927, 2904, 1735]",https://myanimelist.net/profile/karnak
Hiten-No-Rurouni,Female,"[5355, 68, 45]",https://myanimelist.net/profile/Hiten-No-Rurouni
Billy_cipher,Female,"[1210, 1, 820, 3002, 30]",https://myanimelist.net/profile/Billy_cipher
cupcakeninjaX3,Female,"[853, 3588, 2923, 5630, 24]",https://myanimelist.net/profile/cupcakeninjaX3
PhilFightmaster,Male,"[6, 1210, 889, 1, 400]",https://myanimelist.net/profile/PhilFightmaster
altergenesis,Male,"[37779, 5081, 31043, 1575, 30831, 396, 30484, 2251, 5682, 889]",https://myanimelist.net/profile/altergenesis
formosan,X,"[279, 1, 565, 7, 385]",https://myanimelist.net/profile/formosan
solkiskey,Non-Binary,"[1, 12431, 10721, 28977, 9253, 32182, 97, 25835, 5114, 37965]",https://myanimelist.net/profile/solkiskey
jacobjr1,Male,"[5114, 4181, 1210, 14719, 1]",https://myanimelist.net/profile/jacobjr1
Green_D_George,Male,"[21, 666, 5680, 6702, 59]",https://myanimelist.net/profile/Green_D_George
darkv111,Male,"[4081, 30911, 136, 34572, 20507, 28619, 33377]",https://myanimelist.net/profile/darkv111
AzuraJae,Female,"[4081, 20507, 4334, 20583]",https://myanimelist.net/profile/AzuraJae
sisgood,Female,"[239, 918, 1889, 486, 4081]",https://myanimelist.net/profile/sisgood
breathesunshine,Female,"[5300, 2034, 20583, 918, 6956, 431, 30230, 20507, 1262, 326, 998, 21, 1827]",https://myanimelist.net/profile/breathesunshine
ShunKawazaki,Female,"[6045, 4081, 5678, 25681, 16417, 9289, 9253, 4181, 2923, 22789]",https://myanimelist.net/profile/ShunKawazaki
JadeCeci,Female,"[5114, 35180, 4181, 27833, 22145, 2904, 22535, 7674, 11741, 13601]",https://myanimelist.net/profile/JadeCeci
hauptg,Male,"[1210, 5079]",https://myanimelist.net/profile/hauptg
cooldown3,Male,"[189, 44, 401, 45, 71]",https://myanimelist.net/profile/cooldown3
Patty_chan,Female,"[457, 5300, 45, 1827, 861]",https://myanimelist.net/profile/Patty_chan
Kuwabara512,Male,"[889, 3588, 121, 1, 249, 223, 813, 392, 11061]",https://myanimelist.net/profile/Kuwabara512
H1kikomori,Female,"[12355, 30276, 21, 578, 889, 966, 6, 457, 36456, 256]",https://myanimelist.net/profile/H1kikomori
Jo-Chi,Female,"[918, 9513, 7591, 8129, 67]",https://myanimelist.net/profile/Jo-Chi
Starburstangel62,X,[513],https://myanimelist.net/profile/Starburstangel62
Bobby_S,Male,"[356, 6773, 6811, 8425, 11319, 37105]",https://myanimelist.net/profile/Bobby_S
mizuru1993,Male,"[853, 1, 121, 45, 6]",https://myanimelist.net/profile/mizuru1993
Yusagii,X,"[513, 4181, 4898, 1575, 13601]",https://myanimelist.net/profile/Yusagii
2many_animes,Non-Binary,"[121, 853, 721, 2251, 10162, 2596]",https://myanimelist.net/profile/2many_animes
Mezmo101,Male,"[237, 3958, 2001, 2104, 1575]",https://myanimelist.net/profile/Mezmo101
Venaa,X,"[21, 11061, 14719, 19]",https://myanimelist.net/profile/Venaa
Harrismatic,X,"[7785, 1535, 457, 339, 331, 1689, 9253, 13601, 6114, 136]",https://myanimelist.net/profile/Harrismatic
olmecalmighty,Male,"[120, 339, 276, 387, 50]",https://myanimelist.net/profile/olmecalmighty
NekoLoL,Male,"[5177, 2476, 6880, 1210, 237]",https://myanimelist.net/profile/NekoLoL
GiaG,Female,"[6, 877]",https://myanimelist.net/profile/GiaG
Yuna,X,"[11981, 3297, 9253, 13125, 23273, 1210, 239, 10721, 7785, 32281]",https://myanimelist.net/profile/Yuna
kawainoodledesu,Female,"[31933, 14719, 23273, 11061]",https://myanimelist.net/profile/kawainoodledesu
DHawth13,X,"[6746, 1818]",https://myanimelist.net/profile/DHawth13
bessimajamal,Female,"[861, 16498, 21, 4081, 16]",https://myanimelist.net/profile/bessimajamal
sem_criatividade,X,"[23273, 11061, 16498, 5114, 2904, 17074, 28891, 35180, 4224, 4181]",https://myanimelist.net/profile/sem_criatividade
iwantcandy2,Female,"[121, 202, 2158, 13125, 9756, 4081, 486, 2025, 5081]",https://myanimelist.net/profile/iwantcandy2
TohkaShido,Female,"[15583, 17641, 19163, 22961, 24655, 36633]",https://myanimelist.net/profile/TohkaShido
tommyandolli,X,"[16, 16201, 795, 721, 10800, 232, 263, 852, 1974]",https://myanimelist.net/profile/tommyandolli
Okazaki93,Male,"[1535, 4181, 22135, 4081, 7311]",https://myanimelist.net/profile/Okazaki93
thepinkangel,Female,"[2164, 4081, 457, 1698, 165]",https://myanimelist.net/profile/thepinkangel
Takai,Female,"[481, 918, 22, 4081, 2158, 12815, 16, 19, 1827, 272]",https://myanimelist.net/profile/Takai
Bluesnow,Female,"[45, 853, 16, 239, 145]",https://myanimelist.net/profile/Bluesnow
PianimeMan,Male,"[59, 6547, 2034, 50, 17895, 28297, 18897, 189, 790, 5630]",https://myanimelist.net/profile/PianimeMan
sweetburntlips,Female,"[1698, 44, 1535, 853, 2904]",https://myanimelist.net/profile/sweetburntlips
Kimatea,X,"[9989, 1453, 1535, 7054, 1698]",https://myanimelist.net/profile/Kimatea
tigerz,Male,"[57, 21, 1575, 1535, 121]",https://myanimelist.net/profile/tigerz
jimbo1023,Male,"[1530, 1698, 2167, 6594, 4224]",https://myanimelist.net/profile/jimbo1023
DaBigD,Male,"[1887, 4224, 57, 2001, 3702]",https://myanimelist.net/profile/DaBigD
yusuke116,Male,"[853, 392, 263, 5114, 457]",https://myanimelist.net/profile/yusuke116
AkiNoKenshi,Male,"[6547, 4181, 5114, 5081, 32281]",https://myanimelist.net/profile/AkiNoKenshi
Narudatsu,Male,"[1689, 1690, 5114, 18]",https://myanimelist.net/profile/Narudatsu
8range,Male,"[12189, 1852, 1029, 31646, 5081, 875, 227, 145, 440, 32]",https://myanimelist.net/profile/8range
littlebratciel,Female,"[11061, 22145, 20507, 11771, 16498]",https://myanimelist.net/profile/littlebratciel
Inspector-Spinda,X,"[19, 1412, 28223, 32281, 4898]",https://myanimelist.net/profile/Inspector-Spinda
yalu12,Female,"[205, 5114, 2251, 1575, 4181, 4081, 28735, 2246, 437, 32998]",https://myanimelist.net/profile/yalu12
GioGio,X,"[5114, 35120, 28851, 47, 437, 1033, 30, 43, 199, 431, 20583, 12355, 1943, 226, 32281, 22535, 885, 16662, 339, 1491]",https://myanimelist.net/profile/GioGio
Xynic,Male,"[4181, 9253, 1210, 1, 5081, 170, 245, 2966, 263, 71]",https://myanimelist.net/profile/Xynic
zimlord,Female,[601],https://myanimelist.net/profile/zimlord
quakeroatmeal,Male,"[11597, 9756, 28907, 227, 11285, 18679, 30831, 38000, 10165, 28623, 934, 13125]",https://myanimelist.net/profile/quakeroatmeal
trevb0t,Male,"[205, 12531, 1210, 164, 6]",https://myanimelist.net/profile/trevb0t
homeroiscool,Male,"[4181, 813, 5114, 6547, 4224]",https://myanimelist.net/profile/homeroiscool
Jushepe,X,"[16011, 34279, 36882, 40454, 21, 30296, 11757, 8074, 33926, 24455]",https://myanimelist.net/profile/Jushepe
MrHaibo,Male,"[33926, 30276, 44, 37450, 32281, 5081, 27775, 17895, 18245, 28851]",https://myanimelist.net/profile/MrHaibo
lilsasa,X,"[40211, 235, 5114, 37208, 33926]",https://myanimelist.net/profile/lilsasa
HatefulRandom,Male,"[1535, 1575, 2904, 9253]",https://myanimelist.net/profile/HatefulRandom
wdakdkwVdwadwad,Male,"[20583, 34822, 10800, 11917, 11061, 31964, 30276, 22135, 28171]",https://myanimelist.net/profile/wdakdkwVdwadwad
AlecMAL,Male,"[2904, 26055, 30, 5114]",https://myanimelist.net/profile/AlecMAL
rea10969,Female,"[40542, 37379, 34612, 33255, 28851, 16049, 30276, 21995, 14397, 10800]",https://myanimelist.net/profile/rea10969
TAYLORtCC,X,"[6746, 16498, 1575, 877, 23273]",https://myanimelist.net/profile/TAYLORtCC
ChaosMeat,Male,"[20, 28171, 21, 23289, 23273, 5081, 28223, 28851, 10793, 4181]",https://myanimelist.net/profile/ChaosMeat
Luca_Graziani,Male,"[35120, 2236, 437, 7311, 21, 5114, 4224, 9989, 2001, 9253]",https://myanimelist.net/profile/Luca_Graziani
Wurzelsepp,X,[35073],https://myanimelist.net/profile/Wurzelsepp
Nyarukyoudo,Male,"[18897, 4181, 4224, 6547, 2167, 14131, 21, 627, 31988, 13759]",https://myanimelist.net/profile/Nyarukyoudo
MFMFMFM,X,"[6594, 31376, 6675, 1050]",https://myanimelist.net/profile/MFMFMFM
romie233,X,"[77, 6166, 9756, 277, 276, 18617]",https://myanimelist.net/profile/romie233
E_Hive_Anime,Male,"[477, 962, 3297, 263, 11061]",https://myanimelist.net/profile/E_Hive_Anime
aggronra,Male,"[35180, 4181, 134, 15227, 30, 12189]",https://myanimelist.net/profile/aggronra
Naoe-Riki,Male,"[9734, 7791, 6862, 9617, 5680]",https://myanimelist.net/profile/Naoe-Riki
Yuuki1276,X,"[21, 235, 249, 210, 853, 889, 3092, 32995, 907]",https://myanimelist.net/profile/Yuuki1276
therealmogwai,X,"[33, 1483, 185, 387, 202, 26]",https://myanimelist.net/profile/therealmogwai
naark,Male,"[1535, 1575, 2904, 9253]",https://myanimelist.net/profile/naark
Promeetheus,Male,"[820, 2251]",https://myanimelist.net/profile/Promeetheus
edlaika,Male,"[2966, 25537, 9253, 31240, 34599, 9756, 1535, 10087, 934]",https://myanimelist.net/profile/edlaika
